cvm_code,trade_name,b3_trade_name,b3_issuer_code,b3_segment,b3_sector,available_years
9539,Pettenati,PETTENATI,PTNT,Fios e Tecidos,Consumo Cíclico,0
9954,Alfa Holdings,ALFA HOLDING,RPAD,Bancos,Financeiro,0
9989,Refinaria de Manguinhos,PET MANGUINH,RPMG,"Exploração, Refino e Distribuição","Petróleo, Gás e Biocombustíveis",0
10456,Alpargatas,ALPARGATAS,ALPA,Calçados,Consumo Cíclico,0
10472,Saraiva,SARAIVA LIVR,SLED,Produtos Diversos,Consumo Cíclico,0
10880,Sondotécnica,SONDOTECNICA,SOND,Engenharia Consultiva,Bens Industriais,0
11070,WLM,WLM IND COM,WLMM,Material de Transporte,Bens Industriais,0
11207,Tecnosolo,TECNOSOLO,TCNO,Engenharia Consultiva,Bens Industriais,0
11223,Teka,TEKA,TEKA,Fios e Tecidos,Consumo Cíclico,0
11231,Tekno,TEKNO,TKNO,Artefatos de Ferro e Aço,Materiais Básicos,0
11258,Telebras,TELEBRAS,TELB,Telecomunicações,Comunicações,0
11312,Oi,OI,OIBR,Telecomunicações,Comunicações,0
11398,Tronox Pigmentos,CRISTAL,CRPG,Químicos Diversos,Materiais Básicos,0
11592,Unipar,UNIPAR,UNIP,Químicos Diversos,Materiais Básicos,0
11762,Vulcabras,VULCABRAS,VULC,Calçados,Consumo Cíclico,0
11932,Iochpe-Maxion,IOCHP-MAXION,MYPK,Automóveis e Motocicletas,Consumo Cíclico,0
11975,Azevedo & Travassos,AZEVEDO,AZEV,Construção Pesada,Bens Industriais,0
11991,Wetzel,WETZEL S/A,MWET,Material Rodoviário,Bens Industriais,0
12190,Bombril,BOMBRIL,BOBR,Produtos de Limpeza,Consumo não Cíclico,0
12319,Blue Tech Solutions,B TECH EQI,BLUT,Outros,Outros,0
12572,Recrusul,RECRUSUL,RCSL,Material Rodoviário,Bens Industriais,0
12653,Klabin,KLABIN S/A,KLBN,Papel e Celulose,Materiais Básicos,0
12696,Sansuy,SANSUY,SNSY,Materiais Diversos,Materiais Básicos,0
12823,Aliperti,ALIPERTI,APTI,Agricultura,Consumo não Cíclico,0
13285,Josapar,JOSAPAR,JOPA,Alimentos Diversos,Consumo não Cíclico,0
13366,Haga,HAGA S/A,HAGA,Produtos para Construção,Bens Industriais,0
13439,Metalúrgica Riosulense,RIOSULENSE,RSUL,Material Rodoviário,Bens Industriais,0
13447,POLPAR,POLPAR,PPAR,Outros,Outros,0
13471,Plascar,PLASCAR PART,PLAS,Automóveis e Motocicletas,Consumo Cíclico,0
13765,Minupar,MINUPAR,MNPR,Carnes e Derivados,Consumo não Cíclico,0
13773,Portobello,PORTOBELLO,PTBL,Produtos para Construção,Bens Industriais,0
13781,São Carlos,SAO CARLOS,SCAR,Exploração de Imóveis,Financeiro,0
13854,Cemepe,CEMEPE,MAPT,Outros,Outros,0
13986,Suzano,SUZANO S.A.,SUZB,Papel e Celulose,Materiais Básicos,0
14109,Randon,RANDON PART,RAPT,Material Rodoviário,Bens Industriais,0
14176,ELETROPAULO,ELETROPAULO,ELPL,Energia Elétrica,Utilidade Pública,0
14206,Banco de Brasília,BRB BANCO,BSLI,Bancos,Financeiro,0
14214,DIBENS LSG,DIBENS LSG,DBEN,Sociedade Arrendamento Mercantil,Financeiro,0
14311,Copel,COPEL,CPLE,Energia Elétrica,Utilidade Pública,0
14320,Usiminas,USIMINAS,USIM,Siderurgia,Materiais Básicos,0
14346,Whirlpool,WHIRLPOOL,WHRL,Eletrodomésticos,Consumo Cíclico,0
14362,CELPE,CELPE,CEPE,Energia Elétrica,Utilidade Pública,0
14443,Sabesp,SABESP,SBSP,Água e Saneamento,Utilidade Pública,0
14451,CEB,CEB,CEBR,Energia Elétrica,Utilidade Pública,0
14460,Cyrela,CYRELA REALT,CYRE,Incorporações,Consumo Cíclico,0
14524,COELBA,COELBA,CEEB,Energia Elétrica,Utilidade Pública,0
14605,Energisa MT,ENERGISA MT,ENMT,Energia Elétrica,Utilidade Pública,0
14664,Schulz,SCHULZ,SHUL,"Motores, Compressores e Outros",Bens Industriais,0
14761,Hering,CIA HERING,HGTX,Vestuário,Consumo Cíclico,0
14818,CIMS,CIMS,CMSA,Outros,Outros,0
14826,Grupo Pão de Açúcar,P.ACUCAR-CBD,PCAR,Alimentos,Consumo não Cíclico,0
14869,Coelce,COELCE,COCE,Energia Elétrica,Utilidade Pública,0
15091,LITEL,LITEL,LTEL,Minerais Metálicos,Materiais Básicos,0
15253,Energisa,ENERGISA,ENGI,Energia Elétrica,Utilidade Pública,0
15300,ALL NORTE,ALL NORTE,FRRN,Transporte Ferroviário,Bens Industriais,0
15342,ESCELSA,ESCELSA,ESCE,Energia Elétrica,Utilidade Pública,0
15369,FCA,FER C ATLANT,VSPT,Transporte Ferroviário,Bens Industriais,0
15423,ATOM,ATOMPAR,ATOM,Outros,Outros,0
15458,Embpar Participações,EMBPAR S/A,EPAR,Material de Transporte,Bens Industriais,0
15539,Neoenergia,NEOENERGIA,NEOE,Energia Elétrica,Utilidade Pública,0
15636,Comgás,COMGAS,CGAS,Gás,Utilidade Pública,0
15784,Eletropar,ELETROPAR,LIPR,Energia Elétrica,Utilidade Pública,0
16101,Gafisa,GAFISA,GFSA,Incorporações,Consumo Cíclico,0
16284,524 PARTICIP,524 PARTICIP,QVQP,Outros,Outros,0
16292,BRF,BRF SA,BRFS,Carnes e Derivados,Consumo não Cíclico,0
16306,Rossi Residencial,ROSSI RESID,RSID,Incorporações,Consumo Cíclico,0
16438,SUL 116 PART,SUL 116 PART,OPTS,Outros,Outros,0
16497,Encorpar,ENCORPAR,ECPR,Fios e Tecidos,Consumo Cíclico,0
16527,AES SUL,AES SUL,AESL,Energia Elétrica,Utilidade Pública,0
16586,SUDESTE S/A,SUDESTE S/A,OPSE,Outros,Outros,0
16608,Equatorial Maranhão,EQTLMARANHAO,EQMA,Energia Elétrica,Utilidade Pública,0
16616,Naturgy (CEG),CEG,CEGR,Gás,Utilidade Pública,0
16624,UPTICK,UPTICK,UPKP,Energia Elétrica,Utilidade Pública,0
16632,Dexxos,DEXXOS PAR,DEXP,Petroquímicos,Materiais Básicos,0
16659,Porto Seguro,PORTO SEGURO,PSSA,Seguradoras,Financeiro,0
16705,YBYRA S/A,YBYRA S/A,ALEF,Outros,Outros,0
16772,BNDESPAR,BNDESPAR,,Gestão de Recursos e Investimentos,Financeiro,0
16861,CASAN,CASAN,CASN,Água e Saneamento,Utilidade Pública,0
16942,OPPORT ENERG,OPPORT ENERG,OPHE,Outros,Outros,0
16985,EBE,EBE,EBEN,Energia Elétrica,Utilidade Pública,0
16993,EMAE,EMAE,EMAE,Energia Elétrica,Utilidade Pública,0
17329,Engie,ENGIE BRASIL,EGIE,Energia Elétrica,Utilidade Pública,0
17450,Rumo,RUMO S.A.,RAIL,Transporte Ferroviário,Bens Industriais,0
17485,Elektro,ELEKTRO,EKTR,Energia Elétrica,Utilidade Pública,0
17671,Vivo,TELEF BRASIL,VIVT,Telecomunicações,Comunicações,0
17884,BETAPART,BETAPART,BETP,Outros,Outros,0
17892,Santos Brasil,SANTOS BRP,STBP,Serviços de Apoio e Armazenagem,Bens Industriais,0
17914,MMX Mineração,MMX MINER,MMXM,Minerais Metálicos,Materiais Básicos,0
17922,BRAZILIAN FR,BRAZILIAN FR,BFRE,Gestão de Recursos e Investimentos,Financeiro,0
17930,ALL PAULISTA,ALL PAULISTA,GASC,Transporte Ferroviário,Bens Industriais,0
17949,MRS Logística,MRS LOGIST,MRSA,Transporte Ferroviário,Bens Industriais,0
17965,GAMA PART,GAMA PART,OPGM,Outros,Outros,0
17973,Cogna,COGNA ON,COGN,Serviços Educacionais,Consumo Cíclico,0
18066,ALTERE SEC,ALTERE SEC,ALTR,Securitizadoras de Recebíveis,Financeiro,0
18139,COSERN,COSERN,CSRN,Energia Elétrica,Utilidade Pública,0
18236,PATRIA SEC,CONFIANZA SA,NOOS,Securitizadoras de Recebíveis,Financeiro,0
18287,CIBRASEC,CIBRASEC,CBSC,Securitizadoras de Recebíveis,Financeiro,0
18309,Equatorial Energia Pará,EQTL PARA,EQPA,Energia Elétrica,Utilidade Pública,0
18333,PROMPT PART,PROMPT PART,PRPT,Outros,Outros,0
18368,Rio Paranapanema Energia,GER PARANAP,GEPA,Energia Elétrica,Utilidade Pública,0
18376,Transmissão Paulista,TRAN PAULIST,TRPL,Energia Elétrica,Utilidade Pública,0
18406,RBCAPITALRES,OPEA,RBRA,Securitizadoras de Recebíveis,Financeiro,0
18414,Padtec,PADTEC,PDTC,Programas e Serviços,Tecnologia da Informação,0
18430,WTORRE PIC,WTORRE PIC,WTPI,Securitizadoras de Recebíveis,Financeiro,0
18465,Ultrapar,ULTRAPAR,UGPA,"Exploração, Refino e Distribuição","Petróleo, Gás e Biocombustíveis",0
18538,MENEZES CORT,MENEZES CORT,MNZC,Exploração de Imóveis,Financeiro,0
18597,Dtcom,DTCOM-DIRECT,DTCY,Serviços Diversos,Bens Industriais,0
18627,Sanepar,SANEPAR,SAPR,Água e Saneamento,Utilidade Pública,0
18660,CPFL Energia,CPFL ENERGIA,CPFE,Energia Elétrica,Utilidade Pública,0
18708,Participações Aliança da Bahia,PAR AL BAHIA,PEAB,Holdings Diversificadas,Financeiro,0
18724,Bradespar,BRADESPAR,BRAP,Minerais Metálicos,Materiais Básicos,0
18759,BRAZILIAN SC,BRAZILIAN SC,BSCS,Securitizadoras de Recebíveis,Financeiro,0
18775,INVEPAR,INVEPAR,IVPR,Serviços de Apoio e Armazenagem,Bens Industriais,0
18821,Grupo CCR,CCR SA,CCRO,Exploração de Rodovias,Bens Industriais,0
18953,CPFL GERACAO,CPFL GERACAO,CPFG,Energia Elétrica,Utilidade Pública,0
18970,AES Tietê Energia,AES TIETE E,TIET,Energia Elétrica,Utilidade Pública,0
19100,Atma,ATMASA,ATMP,Serviços Diversos,Bens Industriais,0
19119,CABINDA PART,CABINDA PART,CABI,Outros,Outros,0
19135,CACONDE PART,CACONDE PART,CACO,Outros,Outros,0
19208,CONC RIO TER,CONC RIO TER,CRTE,Exploração de Rodovias,Bens Industriais,0
19232,PROMAN,PROMAN,PRMN,Energia Elétrica,Utilidade Pública,0
19275,CPFL PIRATIN,CPFL PIRATIN,CPFP,Energia Elétrica,Utilidade Pública,0
19305,Biomm,BIOMM,BIOM,Medicamentos e Outros Produtos,Saúde,0
19330,Triunfo,TRIUNFO PART,TPIS,Exploração de Rodovias,Bens Industriais,0
19348,Itaú Unibanco,ITAUUNIBANCO,ITUB,Bancos,Financeiro,0
19364,ITAPEBI,ITAPEBI,ITPB,Energia Elétrica,Utilidade Pública,0
19445,COPASA,COPASA,CSMG,Água e Saneamento,Utilidade Pública,0
19453,EcoRodovias,ECORODOVIAS,ECOR,Exploração de Rodovias,Bens Industriais,0
19550,NATURA,NATURA,NATU,Produtos de Uso Pessoal,Consumo não Cíclico,0
19569,GOL,GOL,GOLL,Transporte Aéreo,Bens Industriais,0
19593,SANESALTO,SANESALTO,SNST,Água e Saneamento,Utilidade Pública,0
19615,Grendene,GRENDENE,GRND,Calçados,Consumo Cíclico,0
19623,Dasa,DASA,DASA,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",Saúde,0
19640,BRADESCO LSG,BRADESCO LSG,BDLS,Sociedade Arrendamento Mercantil,Financeiro,0
19658,Pomi Frutas,POMIFRUTAS,FRTA,Agricultura,Consumo não Cíclico,0
19720,BRAZIL REALT,BRAZIL REALT,,Securitizadoras de Recebíveis,Financeiro,0
19739,Localiza,LOCALIZA,RENT,Aluguel de Carros,Consumo Cíclico,0
19763,EDP Brasil,ENERGIAS BR,ENBR,Energia Elétrica,Utilidade Pública,0
19836,Cosan,COSAN,CSAN,"Exploração, Refino e Distribuição","Petróleo, Gás e Biocombustíveis",0
19852,TERMOPE,TERMOPE,TMPE,Energia Elétrica,Utilidade Pública,0
19879,Light,LIGHT S/A,LIGT,Energia Elétrica,Utilidade Pública,0
19909,BRMalls,BR MALLS PAR,BRML,Exploração de Imóveis,Financeiro,0
19925,BR Properties,BR PROPERT,BRPR,Exploração de Imóveis,Financeiro,0
19984,BRPR 56 SEC,BRPR 56 SEC,WTVR,Securitizadoras de Recebíveis,Financeiro,0
19992,Totvs,TOTVS,TOTS,Programas e Serviços,Tecnologia da Informação,0
20010,Equatorial Energia,EQUATORIAL,EQTL,Energia Elétrica,Utilidade Pública,0
20028,Valid,VALID,VLID,Serviços Diversos,Bens Industriais,0
20036,BrasilAgro,BRASILAGRO,AGRO,Agricultura,Consumo não Cíclico,0
20044,CSU Cardsystem,CSU DIGITAL,CSUD,Serviços Financeiros Diversos,Financeiro,0
20060,Lupatech,LUPATECH,LUPA,Equipamentos e Serviços,"Petróleo, Gás e Biocombustíveis",0
20087,Embraer,EMBRAER,EMBR,Material Aeronáutico e de Defesa,Bens Industriais,0
20125,Odontoprev,ODONTOPREV,ODPV,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",Saúde,0
20192,AUTOBAN,AUTOBAN,ANHB,Exploração de Rodovias,Bens Industriais,0
20222,GAIA SECURIT,GAIA SECURIT,,Securitizadoras de Recebíveis,Financeiro,0
20257,Taesa,TAESA,TAEE,Energia Elétrica,Utilidade Pública,0
20303,CEMIG DIST,CEMIG DIST,CMGD,Energia Elétrica,Utilidade Pública,0
20320,CEMIG GT,CEMIG GT,CMGT,Energia Elétrica,Utilidade Pública,0
20338,M. Dias Branco,M.DIASBRANCO,MDIA,Alimentos Diversos,Consumo não Cíclico,0
20346,Profarma,PROFARMA,PFRM,Medicamentos e Outros Produtos,Saúde,0
20354,Terra Santa,TERRA SANTA,TESA,Agricultura,Consumo não Cíclico,0
20362,Positivo,POSITIVO TEC,POSI,Computadores e Equipamentos,Tecnologia da Informação,0
20370,Lopes,LOPES BRASIL,LPSB,Intermediação Imobiliária,Financeiro,0
20397,ECOVIAS,ECOVIAS,ECOV,Exploração de Rodovias,Bens Industriais,0
20435,Tecnisa,TECNISA,TCSA,Incorporações,Consumo Cíclico,0
20451,RNI,RNI,RDNI,Incorporações,Consumo Cíclico,0
20478,PDG Realty,PDG REALT,PDGR,Incorporações,Consumo Cíclico,0
20494,Iguatemi,IGUATEMI,IGTI,Exploração de Imóveis,Financeiro,0
20516,São Martinho,SAO MARTINHO,SMTO,Açucar e Álcool,Consumo não Cíclico,0
20524,Even,EVEN,EVEN,Incorporações,Consumo Cíclico,0
20532,Banco Santander,SANTANDER BR,SANB,Bancos,Financeiro,0
20540,CPFL RENOVAV,CPFL RENOVAV,CPRE,Energia Elétrica,Utilidade Pública,0
20567,Banco Pine,PINE,PINE,Bancos,Financeiro,0
20575,JBS,JBS,JBSS,Carnes e Derivados,Consumo não Cíclico,0
20605,JHSF,JHSF PART,JHSF,Incorporações,Consumo Cíclico,0
20613,Metalfrio,METALFRIO,FRIO,Máquinas e Equipamentos Industriais,Bens Industriais,0
20621,Fertilizantes Heringer,FER HERINGER,FHER,Fertilizantes e Defensivos,Materiais Básicos,0
20630,Fica,FICA,FIEI,Incorporações,Consumo Cíclico,0
20648,CEEE D,CEEE-D,CEED,Energia Elétrica,Utilidade Pública,0
20702,Viver,VIVER,VIVR,Incorporações,Consumo Cíclico,0
20710,Log-In,LOG-IN,LOGN,Transporte Hidroviário,Bens Industriais,0
20729,PARANA,PARANA,PRBC,Bancos,Financeiro,0
20745,SLC Agrícola,SLC AGRICOLA,SLCE,Agricultura,Consumo não Cíclico,0
20770,EZTEC,EZTEC,EZTC,Incorporações,Consumo Cíclico,0
20788,Marfrig,MARFRIG,MRFG,Carnes e Derivados,Consumo não Cíclico,0
20800,Tegma,TEGMA,TGMA,Transporte Rodoviário,Bens Industriais,0
20877,Helbor,HELBOR,HBOR,Incorporações,Consumo Cíclico,0
20915,MRV,MRV,MRVE,Incorporações,Consumo Cíclico,0
20931,Minerva,MINERVA,BEEF,Carnes e Derivados,Consumo não Cíclico,0
20958,Banco ABC Brasil,ABC BRASIL,ABCB,Bancos,Financeiro,0
20966,Springs,SPRINGS,SGPS,Fios e Tecidos,Consumo Cíclico,0
20982,Multiplan,MULTIPLAN,MULT,Exploração de Imóveis,Financeiro,0
20990,Americanas,AMERICANAS,AMER,Produtos Diversos,Consumo Cíclico,0
21008,General Shopping & Outlets,GENERALSHOPP,GSHP,Exploração de Imóveis,Financeiro,0
21016,YDUQS,YDUQS PART,YDUQ,Serviços Educacionais,Consumo Cíclico,0
21024,VIAOESTE,VIAOESTE,VOES,Exploração de Rodovias,Bens Industriais,0
21032,ALGAR TELEC,ALGAR TELEC,ALGT,Telecomunicações,Comunicações,0
21040,SYN,SYN PROP TEC,SYNE,Exploração de Imóveis,Financeiro,0
21067,Moura Dubeux,MOURA DUBEUX,MDNE,Incorporações,Consumo Cíclico,0
21091,Dexco,DEXCO,DXCO,Madeira,Materiais Básicos,0
21121,SulAmérica,SUL AMERICA,SULA,Seguradoras,Financeiro,0
21130,Trisul,TRISUL,TRIS,Incorporações,Consumo Cíclico,0
21148,Construtora Tenda,TENDA,TEND,Incorporações,Consumo Cíclico,0
21156,J.MACEDO,J.MACEDO,JMCD,Alimentos Diversos,Consumo não Cíclico,0
21180,Brasil Brokers,NEXPE,NEXP,Intermediação Imobiliária,Financeiro,0
21199,Banco Pan,BANCO PAN,BPAN,Bancos,Financeiro,0
21237,Eneva,ENEVA,ENEV,Energia Elétrica,Utilidade Pública,0
21334,Nutriplant,NUTRIPLANT,NUTR,Fertilizantes e Defensivos,Materiais Básicos,0
21342,OSX Brasil,OSX BRASIL,OSXB,Equipamentos e Serviços,"Petróleo, Gás e Biocombustíveis",0
21350,Direcional,DIRECIONAL,DIRR,Incorporações,Consumo Cíclico,0
21393,CELGPAR,CELGPAR,GPAR,Energia Elétrica,Utilidade Pública,0
21431,Hypera,HYPERA,HYPE,Medicamentos e Outros Produtos,Saúde,0
21440,LE LIS BLANC,VESTE,VSTE,"Tecidos, Vestuário e Calçados",Consumo Cíclico,0
21490,Alupar,ALUPAR,ALUP,Energia Elétrica,Utilidade Pública,0
21555,UNIDAS,UNIDAS,UNID,Aluguel de Carros,Consumo Cíclico,0
21610,B3,B3,B3SA,Serviços Financeiros Diversos,Financeiro,0
21636,Renova Energia,RENOVA,RNEW,Energia Elétrica,Utilidade Pública,0
21644,PDG SECURIT,PDG SECURIT,PDGS,Securitizadoras de Recebíveis,Financeiro,0
21733,Cielo,CIELO,CIEL,Serviços Financeiros Diversos,Financeiro,0
21741,ECO SEC AGRO,ECO SEC AGRO,ECOA,Securitizadoras de Recebíveis,Financeiro,0
21881,Fleury,FLEURY,FLRY,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",Saúde,0
21903,ECON,ECON,,Exploração de Rodovias,Bens Industriais,0
22012,Mills,MILLS,MILS,Máquinas e Equipamentos Industriais,Bens Industriais,0
22020,JSL,JSL,JSLG,Transporte Rodoviário,Bens Industriais,0
22055,Lojas Marisa,LOJAS MARISA,AMAR,"Tecidos, Vestuário e Calçados",Consumo Cíclico,0
22071,RT BANDEIRAS,RT BANDEIRAS,,Exploração de Rodovias,Bens Industriais,0
22160,POLO CAP SEC,POLO CAP SEC,PLSC,Securitizadoras de Recebíveis,Financeiro,0
22179,Afluente T,AFLUENTE T,AFLT,Energia Elétrica,Utilidade Pública,0
22187,PetroRio,PETRORIO,PRIO,"Exploração, Refino e Distribuição","Petróleo, Gás e Biocombustíveis",0
22217,Alper,ALPER S.A.,APER,Corretoras de Seguros e Resseguros,Financeiro,0
22250,OURINVESTSEC,OURINVESTSEC,,Não Classificados,Não Classificados,0
22268,CONC RAPOSO,CONC RAPOSO,,Exploração de Rodovias,Bens Industriais,0
22276,TRUESEC,TRUESEC,APCS,Securitizadoras de Recebíveis,Financeiro,0
22349,Arezzo,AREZZO CO,ARZZ,"Tecidos, Vestuário e Calçados",Consumo Cíclico,0
22357,Allos,ALLOS,ALOS,Exploração de Imóveis,Financeiro,0
22365,Enauta,ENAUTA PART,ENAT,"Exploração, Refino e Distribuição","Petróleo, Gás e Biocombustíveis",0
22390,OCTANTE SEC,OCTANTE SEC,,Securitizadoras de Recebíveis,Financeiro,0
22411,ECOPISTAS,ECOPISTAS,,Exploração de Rodovias,Bens Industriais,0
22454,Time For Fun,TIME FOR FUN,SHOW,Produção de Eventos e Shows,Consumo Cíclico,0
22470,Magazine Luiza,MAGAZ LUIZA,MGLU,Eletrodomésticos,Consumo Cíclico,0
22497,Qualicorp,QUALICORP,QUAL,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",Saúde,0
22519,Technos,TECHNOS,TECN,Acessórios,Consumo Cíclico,0
22594,STATKRAFT,STATKRAFT,STKF,Energia Elétrica,Utilidade Pública,0
22608,Pague Menos,PAGUE MENOS,PGMN,Medicamentos e Outros Produtos,Saúde,0
22616,Banco BTG Pactual,BTGP BANCO,BPAC,Bancos,Financeiro,0
22675,Hidrovias do Brasil,HIDROVIAS,HBSA,Transporte Hidroviário,Bens Industriais,0
22683,CACHOEIRA,CACHOEIRA,,Energia Elétrica,Utilidade Pública,0
22691,Locamerica,LOCAMERICA,LCAM,Aluguel de Carros,Consumo Cíclico,0
22721,ROD TIETE,ROD TIETE,RDVT,Exploração de Rodovias,Bens Industriais,0
22764,GAIA AGRO,GAIA AGRO,GAFL,Securitizadoras de Recebíveis,Financeiro,0
22780,Unicasa,UNICASA,UCAS,Móveis,Consumo Cíclico,0
22845,Biosev,BIOSEV,BSEV,Açucar e Álcool,Consumo não Cíclico,0
22942,MGI PARTICIP,MGI PARTICIP,,Outros,Outros,0
22977,FGENERGIA,FGENERGIA,,Energia Elétrica,Utilidade Pública,0
22985,NORTCQUIMICA,NORTCQUIMICA,NRTQ,Medicamentos e Outros Produtos,Saúde,0
23035,Linx,LINX,LINX,Programas e Serviços,Tecnologia da Informação,0
23060,TRIANGULOSOL,TRIANGULOSOL,,Exploração de Rodovias,Bens Industriais,0
23159,BB Seguridade,BBSEGURIDADE,BBSE,Seguradoras,Financeiro,0
23167,ROD COLINAS,ROD COLINAS,,Exploração de Rodovias,Bens Industriais,0
23175,IGUA SA,IGUA SA,IGSN,Água e Saneamento,Utilidade Pública,0
23221,Ser Educacional,SER EDUCA,SEER,Serviços Educacionais,Consumo Cíclico,0
23230,RAIZEN ENERG,RAIZEN ENERG,,Açucar e Álcool,Consumo não Cíclico,0
23248,Ânima Educação,ANIMA,ANIM,Serviços Educacionais,Consumo Cíclico,0
23264,Ambev,AMBEV S/A,ABEV,Cervejas e Refrigerantes,Consumo não Cíclico,0
23272,LOG CP,LOG COM PROP,LOGG,Exploração de Imóveis,Financeiro,0
23280,OURO VERDE,OURO VERDE,,Não Classificados,Não Classificados,0
23302,QUALITY SOFT,QUALITY SOFT,QUSW,Programas e Serviços,Tecnologia da Informação,0
23310,CVC,CVC BRASIL,CVCB,Viagens e Turismo,Consumo Cíclico,0
23329,TERM. PE III,TERM. PE III,,Energia Elétrica,Utilidade Pública,0
23388,STO ANTONIO,STO ANTONIO,STEN,Energia Elétrica,Utilidade Pública,0
23426,Omega Geração,OMEGA GER,OMGE,Energia Elétrica,Utilidade Pública,0
23485,COSAN LOG,COSAN LOG,RLOG,Transporte Ferroviário,Bens Industriais,0
23493,Dommo Energia,DOMMO,DMMO,"Exploração, Refino e Distribuição","Petróleo, Gás e Biocombustíveis",0
23507,Ourofino Saúde Animal,OUROFINO S/A,OFSA,Medicamentos e Outros Produtos,Saúde,0
23515,GRUAIRPORT,GRUAIRPORT,AGRU,Serviços de Apoio e Armazenagem,Bens Industriais,0
23523,PORTO VM,PORTO VM,PSVM,Serviços de Apoio e Armazenagem,Bens Industriais,0
23540,SALUS INFRA,SALUS INFRA,SAIP,Serviços de Apoio e Armazenagem,Bens Industriais,0
23574,IMC Alimentação,IMC S/A,MEAL,Restaurante e Similares,Consumo Cíclico,0
23590,Wiz Soluções,WIZ CO,WIZC,Corretoras de Seguros e Resseguros,Financeiro,0
23612,MAESTROLOC,MAESTROLOC,MSRO,Aluguel de Carros,Consumo Cíclico,0
23795,Caixa Seguridade,CAIXA SEGURI,CXSE,Seguradoras,Financeiro,0
23817,BRQ,BRQ,BRQB,Programas e Serviços,Tecnologia da Informação,0
23825,Movida,MOVIDA,MOVI,Aluguel de Carros,Consumo Cíclico,0
23965,CINESYSTEM,CINESYSTEM,CNSY,Produção e Difusão de Filmes e Programas,Comunicações,0
23981,CTC S.A.,CTC S.A.,CTCA,Agricultura,Consumo não Cíclico,0
23990,VERTCIASEC,VERTCIASEC,VERT,Securitizadoras de Recebíveis,Financeiro,0
24058,Alliança,ALLIAR,AALR,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",Saúde,0
24066,TCP TERMINAL,TCP TERMINAL,,Não Classificados,Não Classificados,0
24090,Hermes Pardini,IHPARDINI,PARD,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",Saúde,0
24112,Azul,AZUL,AZUL,Transporte Aéreo,Bens Industriais,0
24171,Carrefour Brasil,CARREFOUR BR,CRFB,Alimentos,Consumo não Cíclico,0
24180,IRB Brasil RE,IRBBRASIL RE,IRBR,Resseguradoras,Financeiro,0
24201,STARA,STARA,STTR,Máquinas e Equipamentos de Construção e Agrícolas,Bens Industriais,0
24236,Priner,PRINER,PRNR,Serviços Diversos,Bens Industriais,0
24252,Smiles,SMILES,SMLS,Programas de Fidelização,Consumo Cíclico,0
24260,Smart Fit,SMART FIT,SMFT,Atividades Esportivas,Consumo Cíclico,0
24279,INTER SA,INC SA,INNT,Incorporações,Consumo Cíclico,0
24295,Vibra Energia,VIBRA,VBBR,"Exploração, Refino e Distribuição","Petróleo, Gás e Biocombustíveis",0
24317,Zamp,ZAMP S.A.,ZAMP,Restaurante e Similares,Consumo Cíclico,0
24350,FLEX S/A,FLEX S/A,FLEX,Serviços Diversos,Bens Industriais,0
24384,NotreDame Intermédica,INTERMEDICA,GNDI,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",Saúde,0
24392,Hapvida,HAPVIDA,HAPV,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",Saúde,0
24406,Banco Inter,BANCO INTER,BIDI,Bancos,Financeiro,0
24546,PRATICA,PRATICA,PTCA,Máquinas e Equipamentos Industriais,Bens Industriais,0
24600,Banco BMG,BANCO BMG,BMGB,Bancos,Financeiro,0
24627,Blau Farmacêutica,BLAU,BLAU,Medicamentos e Outros Produtos,Saúde,0
24660,BBMLOGISTICA,BBMLOGISTICA,BBML,Serviços Diversos,Bens Industriais,0
24694,Grupo SBF,GRUPO SBF,SBFG,Produtos Diversos,Consumo Cíclico,0
24716,Grupo Vamos,VAMOS,VAMO,Aluguel de Carros,Consumo Cíclico,0
24759,LITELA,LITELA,LTLA,Minerais Metálicos,Materiais Básicos,0
24783,Natura,GRUPO NATURA,NTCO,Produtos de Uso Pessoal,Consumo não Cíclico,0
24805,Vivara,VIVARA S.A.,VIVA,Acessórios,Consumo Cíclico,0
24821,Rede D'Or,REDE D OR,RDOR,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",Saúde,0
24848,C&A,CEA MODAS,CEAB,"Tecidos, Vestuário e Calçados",Consumo Cíclico,0
24872,LIFEMED,LIFEMED,LMED,Equipamentos,Saúde,0
24902,Mitre Realty,MITRE REALTY,MTRE,Incorporações,Consumo Cíclico,0
24910,Locaweb,LWSA,LWSA,Programas e Serviços,Tecnologia da Informação,0
24929,TIM,TIM,TIMS,Telecomunicações,Comunicações,0
24953,Estapar,ESTAPAR,ALPK,Serviços Diversos,Bens Industriais,0
24961,Ambipar,AMBIPAR,AMBP,Água e Saneamento,Utilidade Pública,0
25062,Lavvi Incorporadora,LAVVI,LAVV,Incorporações,Consumo Cíclico,0
